Percentile,Age,cohort,value,data_source,Asset
20,56,1976-1985,0.072,DYNASIM,Financial Assets
20,57,1976-1985,0.075,DYNASIM,Financial Assets
20,58,1976-1985,0.082,DYNASIM,Financial Assets
20,59,1976-1985,0.084,DYNASIM,Financial Assets
20,60,1976-1985,0.092,DYNASIM,Financial Assets
20,61,1976-1985,0.088,DYNASIM,Financial Assets
20,62,1976-1985,0.096,DYNASIM,Financial Assets
20,63,1976-1985,0.095,DYNASIM,Financial Assets
20,64,1976-1985,0.097,DYNASIM,Financial Assets
20,65,1976-1985,0.093,DYNASIM,Financial Assets
20,66,1976-1985,0.088,DYNASIM,Financial Assets
20,67,1976-1985,0.079,DYNASIM,Financial Assets
20,68,1976-1985,0.078,DYNASIM,Financial Assets
20,69,1976-1985,0.071,DYNASIM,Financial Assets
20,70,1976-1985,0.083,DYNASIM,Financial Assets
20,71,1976-1985,0.085,DYNASIM,Financial Assets
20,72,1976-1985,0.09,DYNASIM,Financial Assets
20,73,1976-1985,0.094,DYNASIM,Financial Assets
20,74,1976-1985,0.095,DYNASIM,Financial Assets
20,75,1976-1985,0.1,DYNASIM,Financial Assets
20,76,1976-1985,0.098,DYNASIM,Financial Assets
20,77,1976-1985,0.097,DYNASIM,Financial Assets
20,78,1976-1985,0.097,DYNASIM,Financial Assets
20,79,1976-1985,0.098,DYNASIM,Financial Assets
20,80,1976-1985,0.096,DYNASIM,Financial Assets
20,81,1976-1985,0.099,DYNASIM,Financial Assets
20,82,1976-1985,0.097,DYNASIM,Financial Assets
20,83,1976-1985,0.097,DYNASIM,Financial Assets
20,84,1976-1985,0.096,DYNASIM,Financial Assets
20,85,1976-1985,0.095,DYNASIM,Financial Assets
20,86,1976-1985,0.096,DYNASIM,Financial Assets
20,87,1976-1985,0.095,DYNASIM,Financial Assets
20,88,1976-1985,0.095,DYNASIM,Financial Assets
20,89,1976-1985,0.087,DYNASIM,Financial Assets
20,90,1976-1985,0.082,DYNASIM,Financial Assets
20,91,1976-1985,0.078,DYNASIM,Financial Assets
20,92,1976-1985,0.076,DYNASIM,Financial Assets
30,30,1976-1985,-0.015,DYNASIM,Financial Assets
30,31,1976-1985,-0.001,DYNASIM,Financial Assets
30,32,1976-1985,0.003,DYNASIM,Financial Assets
30,33,1976-1985,0.014,DYNASIM,Financial Assets
30,34,1976-1985,0.027,DYNASIM,Financial Assets
30,35,1976-1985,0.035,DYNASIM,Financial Assets
30,36,1976-1985,0.048,DYNASIM,Financial Assets
30,37,1976-1985,0.048,DYNASIM,Financial Assets
30,38,1976-1985,0.068,DYNASIM,Financial Assets
30,39,1976-1985,0.087,DYNASIM,Financial Assets
30,40,1976-1985,0.088,DYNASIM,Financial Assets
30,41,1976-1985,0.109,DYNASIM,Financial Assets
30,42,1976-1985,0.112,DYNASIM,Financial Assets
30,43,1976-1985,0.13,DYNASIM,Financial Assets
30,44,1976-1985,0.138,DYNASIM,Financial Assets
30,45,1976-1985,0.143,DYNASIM,Financial Assets
30,46,1976-1985,0.164,DYNASIM,Financial Assets
30,47,1976-1985,0.171,DYNASIM,Financial Assets
30,48,1976-1985,0.185,DYNASIM,Financial Assets
30,49,1976-1985,0.189,DYNASIM,Financial Assets
30,50,1976-1985,0.199,DYNASIM,Financial Assets
30,51,1976-1985,0.208,DYNASIM,Financial Assets
30,52,1976-1985,0.215,DYNASIM,Financial Assets
30,53,1976-1985,0.22,DYNASIM,Financial Assets
30,54,1976-1985,0.222,DYNASIM,Financial Assets
30,55,1976-1985,0.229,DYNASIM,Financial Assets
30,56,1976-1985,0.238,DYNASIM,Financial Assets
30,57,1976-1985,0.249,DYNASIM,Financial Assets
30,58,1976-1985,0.262,DYNASIM,Financial Assets
30,59,1976-1985,0.267,DYNASIM,Financial Assets
30,60,1976-1985,0.278,DYNASIM,Financial Assets
30,61,1976-1985,0.272,DYNASIM,Financial Assets
30,62,1976-1985,0.274,DYNASIM,Financial Assets
30,63,1976-1985,0.267,DYNASIM,Financial Assets
30,64,1976-1985,0.261,DYNASIM,Financial Assets
30,65,1976-1985,0.25,DYNASIM,Financial Assets
30,66,1976-1985,0.239,DYNASIM,Financial Assets
30,67,1976-1985,0.222,DYNASIM,Financial Assets
30,68,1976-1985,0.21,DYNASIM,Financial Assets
30,69,1976-1985,0.203,DYNASIM,Financial Assets
30,70,1976-1985,0.213,DYNASIM,Financial Assets
30,71,1976-1985,0.215,DYNASIM,Financial Assets
30,72,1976-1985,0.226,DYNASIM,Financial Assets
30,73,1976-1985,0.228,DYNASIM,Financial Assets
30,74,1976-1985,0.231,DYNASIM,Financial Assets
30,75,1976-1985,0.237,DYNASIM,Financial Assets
30,76,1976-1985,0.24,DYNASIM,Financial Assets
30,77,1976-1985,0.24,DYNASIM,Financial Assets
30,78,1976-1985,0.238,DYNASIM,Financial Assets
30,79,1976-1985,0.241,DYNASIM,Financial Assets
30,80,1976-1985,0.238,DYNASIM,Financial Assets
30,81,1976-1985,0.237,DYNASIM,Financial Assets
30,82,1976-1985,0.236,DYNASIM,Financial Assets
30,83,1976-1985,0.237,DYNASIM,Financial Assets
30,84,1976-1985,0.235,DYNASIM,Financial Assets
30,85,1976-1985,0.231,DYNASIM,Financial Assets
30,86,1976-1985,0.233,DYNASIM,Financial Assets
30,87,1976-1985,0.224,DYNASIM,Financial Assets
30,88,1976-1985,0.221,DYNASIM,Financial Assets
30,89,1976-1985,0.213,DYNASIM,Financial Assets
30,90,1976-1985,0.213,DYNASIM,Financial Assets
30,91,1976-1985,0.203,DYNASIM,Financial Assets
30,92,1976-1985,0.193,DYNASIM,Financial Assets
40,30,1976-1985,0.065,DYNASIM,Financial Assets
40,31,1976-1985,0.084,DYNASIM,Financial Assets
40,32,1976-1985,0.098,DYNASIM,Financial Assets
40,33,1976-1985,0.11,DYNASIM,Financial Assets
40,34,1976-1985,0.129,DYNASIM,Financial Assets
40,35,1976-1985,0.144,DYNASIM,Financial Assets
40,36,1976-1985,0.159,DYNASIM,Financial Assets
40,37,1976-1985,0.168,DYNASIM,Financial Assets
40,38,1976-1985,0.195,DYNASIM,Financial Assets
40,39,1976-1985,0.218,DYNASIM,Financial Assets
40,40,1976-1985,0.227,DYNASIM,Financial Assets
40,41,1976-1985,0.247,DYNASIM,Financial Assets
40,42,1976-1985,0.259,DYNASIM,Financial Assets
40,43,1976-1985,0.289,DYNASIM,Financial Assets
40,44,1976-1985,0.299,DYNASIM,Financial Assets
40,45,1976-1985,0.321,DYNASIM,Financial Assets
40,46,1976-1985,0.332,DYNASIM,Financial Assets
40,47,1976-1985,0.345,DYNASIM,Financial Assets
40,48,1976-1985,0.371,DYNASIM,Financial Assets
40,49,1976-1985,0.389,DYNASIM,Financial Assets
40,50,1976-1985,0.412,DYNASIM,Financial Assets
40,51,1976-1985,0.424,DYNASIM,Financial Assets
40,52,1976-1985,0.435,DYNASIM,Financial Assets
40,53,1976-1985,0.447,DYNASIM,Financial Assets
40,54,1976-1985,0.457,DYNASIM,Financial Assets
40,55,1976-1985,0.466,DYNASIM,Financial Assets
40,56,1976-1985,0.484,DYNASIM,Financial Assets
40,57,1976-1985,0.504,DYNASIM,Financial Assets
40,58,1976-1985,0.529,DYNASIM,Financial Assets
40,59,1976-1985,0.547,DYNASIM,Financial Assets
40,60,1976-1985,0.562,DYNASIM,Financial Assets
40,61,1976-1985,0.55,DYNASIM,Financial Assets
40,62,1976-1985,0.549,DYNASIM,Financial Assets
40,63,1976-1985,0.536,DYNASIM,Financial Assets
40,64,1976-1985,0.519,DYNASIM,Financial Assets
40,65,1976-1985,0.502,DYNASIM,Financial Assets
40,66,1976-1985,0.477,DYNASIM,Financial Assets
40,67,1976-1985,0.443,DYNASIM,Financial Assets
40,68,1976-1985,0.431,DYNASIM,Financial Assets
40,69,1976-1985,0.408,DYNASIM,Financial Assets
40,70,1976-1985,0.423,DYNASIM,Financial Assets
40,71,1976-1985,0.428,DYNASIM,Financial Assets
40,72,1976-1985,0.439,DYNASIM,Financial Assets
40,73,1976-1985,0.447,DYNASIM,Financial Assets
40,74,1976-1985,0.454,DYNASIM,Financial Assets
40,75,1976-1985,0.46,DYNASIM,Financial Assets
40,76,1976-1985,0.464,DYNASIM,Financial Assets
40,77,1976-1985,0.462,DYNASIM,Financial Assets
40,78,1976-1985,0.463,DYNASIM,Financial Assets
40,79,1976-1985,0.467,DYNASIM,Financial Assets
40,80,1976-1985,0.464,DYNASIM,Financial Assets
40,81,1976-1985,0.462,DYNASIM,Financial Assets
40,82,1976-1985,0.46,DYNASIM,Financial Assets
40,83,1976-1985,0.449,DYNASIM,Financial Assets
40,84,1976-1985,0.45,DYNASIM,Financial Assets
40,85,1976-1985,0.452,DYNASIM,Financial Assets
40,86,1976-1985,0.449,DYNASIM,Financial Assets
40,87,1976-1985,0.44,DYNASIM,Financial Assets
40,88,1976-1985,0.436,DYNASIM,Financial Assets
40,89,1976-1985,0.42,DYNASIM,Financial Assets
40,90,1976-1985,0.414,DYNASIM,Financial Assets
40,91,1976-1985,0.395,DYNASIM,Financial Assets
40,92,1976-1985,0.386,DYNASIM,Financial Assets
50,30,1976-1985,0.173,DYNASIM,Financial Assets
50,31,1976-1985,0.201,DYNASIM,Financial Assets
50,32,1976-1985,0.225,DYNASIM,Financial Assets
50,33,1976-1985,0.247,DYNASIM,Financial Assets
50,34,1976-1985,0.265,DYNASIM,Financial Assets
50,35,1976-1985,0.293,DYNASIM,Financial Assets
50,36,1976-1985,0.315,DYNASIM,Financial Assets
50,37,1976-1985,0.329,DYNASIM,Financial Assets
50,38,1976-1985,0.367,DYNASIM,Financial Assets
50,39,1976-1985,0.393,DYNASIM,Financial Assets
50,40,1976-1985,0.426,DYNASIM,Financial Assets
50,41,1976-1985,0.446,DYNASIM,Financial Assets
50,42,1976-1985,0.467,DYNASIM,Financial Assets
50,43,1976-1985,0.503,DYNASIM,Financial Assets
50,44,1976-1985,0.533,DYNASIM,Financial Assets
50,45,1976-1985,0.562,DYNASIM,Financial Assets
50,46,1976-1985,0.578,DYNASIM,Financial Assets
50,47,1976-1985,0.593,DYNASIM,Financial Assets
50,48,1976-1985,0.638,DYNASIM,Financial Assets
50,49,1976-1985,0.672,DYNASIM,Financial Assets
50,50,1976-1985,0.71,DYNASIM,Financial Assets
50,51,1976-1985,0.741,DYNASIM,Financial Assets
50,52,1976-1985,0.764,DYNASIM,Financial Assets
50,53,1976-1985,0.786,DYNASIM,Financial Assets
50,54,1976-1985,0.81,DYNASIM,Financial Assets
50,55,1976-1985,0.833,DYNASIM,Financial Assets
50,56,1976-1985,0.862,DYNASIM,Financial Assets
50,57,1976-1985,0.886,DYNASIM,Financial Assets
50,58,1976-1985,1.012,DYNASIM,Financial Assets
50,59,1976-1985,1.035,DYNASIM,Financial Assets
50,60,1976-1985,1.052,DYNASIM,Financial Assets
50,61,1976-1985,1.052,DYNASIM,Financial Assets
50,62,1976-1985,1.036,DYNASIM,Financial Assets
50,63,1976-1985,1.022,DYNASIM,Financial Assets
50,64,1976-1985,0.982,DYNASIM,Financial Assets
50,65,1976-1985,0.922,DYNASIM,Financial Assets
50,66,1976-1985,0.87,DYNASIM,Financial Assets
50,67,1976-1985,0.82,DYNASIM,Financial Assets
50,68,1976-1985,0.784,DYNASIM,Financial Assets
50,69,1976-1985,0.758,DYNASIM,Financial Assets
50,70,1976-1985,0.758,DYNASIM,Financial Assets
50,71,1976-1985,0.76,DYNASIM,Financial Assets
50,72,1976-1985,0.773,DYNASIM,Financial Assets
50,73,1976-1985,0.782,DYNASIM,Financial Assets
50,74,1976-1985,0.794,DYNASIM,Financial Assets
50,75,1976-1985,0.815,DYNASIM,Financial Assets
50,76,1976-1985,0.825,DYNASIM,Financial Assets
50,77,1976-1985,0.823,DYNASIM,Financial Assets
50,78,1976-1985,0.83,DYNASIM,Financial Assets
50,79,1976-1985,0.831,DYNASIM,Financial Assets
50,80,1976-1985,0.83,DYNASIM,Financial Assets
50,81,1976-1985,0.829,DYNASIM,Financial Assets
50,82,1976-1985,0.83,DYNASIM,Financial Assets
50,83,1976-1985,0.812,DYNASIM,Financial Assets
50,84,1976-1985,0.806,DYNASIM,Financial Assets
50,85,1976-1985,0.792,DYNASIM,Financial Assets
50,86,1976-1985,0.795,DYNASIM,Financial Assets
50,87,1976-1985,0.784,DYNASIM,Financial Assets
50,88,1976-1985,0.775,DYNASIM,Financial Assets
50,89,1976-1985,0.753,DYNASIM,Financial Assets
50,90,1976-1985,0.731,DYNASIM,Financial Assets
50,91,1976-1985,0.711,DYNASIM,Financial Assets
50,92,1976-1985,0.723,DYNASIM,Financial Assets
60,30,1976-1985,0.337,DYNASIM,Financial Assets
60,31,1976-1985,0.368,DYNASIM,Financial Assets
60,32,1976-1985,0.406,DYNASIM,Financial Assets
60,33,1976-1985,0.441,DYNASIM,Financial Assets
60,34,1976-1985,0.479,DYNASIM,Financial Assets
60,35,1976-1985,0.508,DYNASIM,Financial Assets
60,36,1976-1985,0.559,DYNASIM,Financial Assets
60,37,1976-1985,0.588,DYNASIM,Financial Assets
60,38,1976-1985,0.622,DYNASIM,Financial Assets
60,39,1976-1985,0.662,DYNASIM,Financial Assets
60,40,1976-1985,0.709,DYNASIM,Financial Assets
60,41,1976-1985,0.759,DYNASIM,Financial Assets
60,42,1976-1985,0.777,DYNASIM,Financial Assets
60,43,1976-1985,0.832,DYNASIM,Financial Assets
60,44,1976-1985,0.867,DYNASIM,Financial Assets
60,45,1976-1985,1.027,DYNASIM,Financial Assets
60,46,1976-1985,1.084,DYNASIM,Financial Assets
60,47,1976-1985,1.123,DYNASIM,Financial Assets
60,48,1976-1985,1.17,DYNASIM,Financial Assets
60,49,1976-1985,1.185,DYNASIM,Financial Assets
60,50,1976-1985,1.281,DYNASIM,Financial Assets
60,51,1976-1985,1.342,DYNASIM,Financial Assets
60,52,1976-1985,1.388,DYNASIM,Financial Assets
60,53,1976-1985,1.433,DYNASIM,Financial Assets
60,54,1976-1985,1.467,DYNASIM,Financial Assets
60,55,1976-1985,1.51,DYNASIM,Financial Assets
60,56,1976-1985,1.544,DYNASIM,Financial Assets
60,57,1976-1985,1.593,DYNASIM,Financial Assets
60,58,1976-1985,1.646,DYNASIM,Financial Assets
60,59,1976-1985,1.696,DYNASIM,Financial Assets
60,60,1976-1985,1.741,DYNASIM,Financial Assets
60,61,1976-1985,1.735,DYNASIM,Financial Assets
60,62,1976-1985,1.709,DYNASIM,Financial Assets
60,63,1976-1985,1.703,DYNASIM,Financial Assets
60,64,1976-1985,1.658,DYNASIM,Financial Assets
60,65,1976-1985,1.607,DYNASIM,Financial Assets
60,66,1976-1985,1.527,DYNASIM,Financial Assets
60,67,1976-1985,1.462,DYNASIM,Financial Assets
60,68,1976-1985,1.411,DYNASIM,Financial Assets
60,69,1976-1985,1.352,DYNASIM,Financial Assets
60,70,1976-1985,1.35,DYNASIM,Financial Assets
60,71,1976-1985,1.347,DYNASIM,Financial Assets
60,72,1976-1985,1.363,DYNASIM,Financial Assets
60,73,1976-1985,1.37,DYNASIM,Financial Assets
60,74,1976-1985,1.389,DYNASIM,Financial Assets
60,75,1976-1985,1.388,DYNASIM,Financial Assets
60,76,1976-1985,1.4,DYNASIM,Financial Assets
60,77,1976-1985,1.398,DYNASIM,Financial Assets
60,78,1976-1985,1.405,DYNASIM,Financial Assets
60,79,1976-1985,1.401,DYNASIM,Financial Assets
60,80,1976-1985,1.413,DYNASIM,Financial Assets
60,81,1976-1985,1.432,DYNASIM,Financial Assets
60,82,1976-1985,1.429,DYNASIM,Financial Assets
60,83,1976-1985,1.392,DYNASIM,Financial Assets
60,84,1976-1985,1.39,DYNASIM,Financial Assets
60,85,1976-1985,1.383,DYNASIM,Financial Assets
60,86,1976-1985,1.382,DYNASIM,Financial Assets
60,87,1976-1985,1.361,DYNASIM,Financial Assets
60,88,1976-1985,1.329,DYNASIM,Financial Assets
60,89,1976-1985,1.317,DYNASIM,Financial Assets
60,90,1976-1985,1.3,DYNASIM,Financial Assets
60,91,1976-1985,1.263,DYNASIM,Financial Assets
60,92,1976-1985,1.276,DYNASIM,Financial Assets
70,30,1976-1985,0.589,DYNASIM,Financial Assets
70,31,1976-1985,0.656,DYNASIM,Financial Assets
70,32,1976-1985,0.688,DYNASIM,Financial Assets
70,33,1976-1985,0.746,DYNASIM,Financial Assets
70,34,1976-1985,0.808,DYNASIM,Financial Assets
70,35,1976-1985,0.848,DYNASIM,Financial Assets
70,36,1976-1985,1.047,DYNASIM,Financial Assets
70,37,1976-1985,1.087,DYNASIM,Financial Assets
70,38,1976-1985,1.157,DYNASIM,Financial Assets
70,39,1976-1985,1.236,DYNASIM,Financial Assets
70,40,1976-1985,1.303,DYNASIM,Financial Assets
70,41,1976-1985,1.404,DYNASIM,Financial Assets
70,42,1976-1985,1.473,DYNASIM,Financial Assets
70,43,1976-1985,1.55,DYNASIM,Financial Assets
70,44,1976-1985,1.587,DYNASIM,Financial Assets
70,45,1976-1985,1.682,DYNASIM,Financial Assets
70,46,1976-1985,1.786,DYNASIM,Financial Assets
70,47,1976-1985,1.895,DYNASIM,Financial Assets
70,48,1976-1985,1.909,DYNASIM,Financial Assets
70,49,1976-1985,1.946,DYNASIM,Financial Assets
70,50,1976-1985,2.104,DYNASIM,Financial Assets
70,51,1976-1985,2.231,DYNASIM,Financial Assets
70,52,1976-1985,2.317,DYNASIM,Financial Assets
70,53,1976-1985,2.401,DYNASIM,Financial Assets
70,54,1976-1985,2.48,DYNASIM,Financial Assets
70,55,1976-1985,2.556,DYNASIM,Financial Assets
70,56,1976-1985,2.618,DYNASIM,Financial Assets
70,57,1976-1985,2.666,DYNASIM,Financial Assets
70,58,1976-1985,2.759,DYNASIM,Financial Assets
70,59,1976-1985,2.823,DYNASIM,Financial Assets
70,60,1976-1985,2.874,DYNASIM,Financial Assets
70,61,1976-1985,2.883,DYNASIM,Financial Assets
70,62,1976-1985,2.886,DYNASIM,Financial Assets
70,63,1976-1985,2.873,DYNASIM,Financial Assets
70,64,1976-1985,2.831,DYNASIM,Financial Assets
70,65,1976-1985,2.745,DYNASIM,Financial Assets
70,66,1976-1985,2.651,DYNASIM,Financial Assets
70,67,1976-1985,2.546,DYNASIM,Financial Assets
70,68,1976-1985,2.478,DYNASIM,Financial Assets
70,69,1976-1985,2.396,DYNASIM,Financial Assets
70,70,1976-1985,2.388,DYNASIM,Financial Assets
70,71,1976-1985,2.384,DYNASIM,Financial Assets
70,72,1976-1985,2.37,DYNASIM,Financial Assets
70,73,1976-1985,2.381,DYNASIM,Financial Assets
70,74,1976-1985,2.378,DYNASIM,Financial Assets
70,75,1976-1985,2.401,DYNASIM,Financial Assets
70,76,1976-1985,2.4,DYNASIM,Financial Assets
70,77,1976-1985,2.41,DYNASIM,Financial Assets
70,78,1976-1985,2.439,DYNASIM,Financial Assets
70,79,1976-1985,2.469,DYNASIM,Financial Assets
70,80,1976-1985,2.498,DYNASIM,Financial Assets
70,81,1976-1985,2.534,DYNASIM,Financial Assets
70,82,1976-1985,2.544,DYNASIM,Financial Assets
70,83,1976-1985,2.499,DYNASIM,Financial Assets
70,84,1976-1985,2.536,DYNASIM,Financial Assets
70,85,1976-1985,2.503,DYNASIM,Financial Assets
70,86,1976-1985,2.552,DYNASIM,Financial Assets
70,87,1976-1985,2.544,DYNASIM,Financial Assets
70,88,1976-1985,2.466,DYNASIM,Financial Assets
70,89,1976-1985,2.412,DYNASIM,Financial Assets
70,90,1976-1985,2.399,DYNASIM,Financial Assets
70,91,1976-1985,2.323,DYNASIM,Financial Assets
70,92,1976-1985,2.381,DYNASIM,Financial Assets
80,30,1976-1985,1.163,DYNASIM,Financial Assets
80,31,1976-1985,1.274,DYNASIM,Financial Assets
80,32,1976-1985,1.354,DYNASIM,Financial Assets
80,33,1976-1985,1.509,DYNASIM,Financial Assets
80,34,1976-1985,1.587,DYNASIM,Financial Assets
80,35,1976-1985,1.628,DYNASIM,Financial Assets
80,36,1976-1985,1.868,DYNASIM,Financial Assets
80,37,1976-1985,1.879,DYNASIM,Financial Assets
80,38,1976-1985,2.009,DYNASIM,Financial Assets
80,39,1976-1985,2.185,DYNASIM,Financial Assets
80,40,1976-1985,2.277,DYNASIM,Financial Assets
80,41,1976-1985,2.42,DYNASIM,Financial Assets
80,42,1976-1985,2.615,DYNASIM,Financial Assets
80,43,1976-1985,2.699,DYNASIM,Financial Assets
80,44,1976-1985,2.752,DYNASIM,Financial Assets
80,45,1976-1985,2.903,DYNASIM,Financial Assets
80,46,1976-1985,3.107,DYNASIM,Financial Assets
80,47,1976-1985,3.286,DYNASIM,Financial Assets
80,48,1976-1985,3.392,DYNASIM,Financial Assets
80,49,1976-1985,3.335,DYNASIM,Financial Assets
80,50,1976-1985,3.72,DYNASIM,Financial Assets
80,51,1976-1985,3.917,DYNASIM,Financial Assets
80,52,1976-1985,4.103,DYNASIM,Financial Assets
80,53,1976-1985,4.28,DYNASIM,Financial Assets
80,54,1976-1985,4.415,DYNASIM,Financial Assets
80,55,1976-1985,4.596,DYNASIM,Financial Assets
80,56,1976-1985,4.751,DYNASIM,Financial Assets
80,57,1976-1985,4.794,DYNASIM,Financial Assets
80,58,1976-1985,4.965,DYNASIM,Financial Assets
80,59,1976-1985,5.049,DYNASIM,Financial Assets
80,60,1976-1985,5.153,DYNASIM,Financial Assets
80,61,1976-1985,6.354,DYNASIM,Financial Assets
80,62,1976-1985,6.374,DYNASIM,Financial Assets
80,63,1976-1985,6.276,DYNASIM,Financial Assets
80,64,1976-1985,6.151,DYNASIM,Financial Assets
80,65,1976-1985,5.878,DYNASIM,Financial Assets
80,66,1976-1985,5.483,DYNASIM,Financial Assets
80,67,1976-1985,5.264,DYNASIM,Financial Assets
80,68,1976-1985,5.001,DYNASIM,Financial Assets
80,69,1976-1985,4.831,DYNASIM,Financial Assets
80,70,1976-1985,4.823,DYNASIM,Financial Assets
80,71,1976-1985,4.838,DYNASIM,Financial Assets
80,72,1976-1985,4.849,DYNASIM,Financial Assets
80,73,1976-1985,4.886,DYNASIM,Financial Assets
80,74,1976-1985,4.849,DYNASIM,Financial Assets
80,75,1976-1985,4.88,DYNASIM,Financial Assets
80,76,1976-1985,4.892,DYNASIM,Financial Assets
80,77,1976-1985,4.904,DYNASIM,Financial Assets
80,78,1976-1985,4.967,DYNASIM,Financial Assets
80,79,1976-1985,4.989,DYNASIM,Financial Assets
80,80,1976-1985,5.053,DYNASIM,Financial Assets
80,81,1976-1985,5.09,DYNASIM,Financial Assets
80,82,1976-1985,5.028,DYNASIM,Financial Assets
80,83,1976-1985,4.978,DYNASIM,Financial Assets
80,84,1976-1985,5.056,DYNASIM,Financial Assets
80,85,1976-1985,5.006,DYNASIM,Financial Assets
80,86,1976-1985,4.913,DYNASIM,Financial Assets
80,87,1976-1985,4.866,DYNASIM,Financial Assets
80,88,1976-1985,4.789,DYNASIM,Financial Assets
80,89,1976-1985,4.747,DYNASIM,Financial Assets
80,90,1976-1985,4.785,DYNASIM,Financial Assets
80,91,1976-1985,4.729,DYNASIM,Financial Assets
80,92,1976-1985,4.688,DYNASIM,Financial Assets
90,30,1976-1985,2.479,DYNASIM,Financial Assets
90,31,1976-1985,2.621,DYNASIM,Financial Assets
90,32,1976-1985,2.911,DYNASIM,Financial Assets
90,33,1976-1985,3.059,DYNASIM,Financial Assets
90,34,1976-1985,3.379,DYNASIM,Financial Assets
90,35,1976-1985,3.415,DYNASIM,Financial Assets
90,36,1976-1985,3.83,DYNASIM,Financial Assets
90,37,1976-1985,4.056,DYNASIM,Financial Assets
90,38,1976-1985,4.167,DYNASIM,Financial Assets
90,39,1976-1985,4.727,DYNASIM,Financial Assets
90,40,1976-1985,4.888,DYNASIM,Financial Assets
90,41,1976-1985,6.351,DYNASIM,Financial Assets
90,42,1976-1985,6.733,DYNASIM,Financial Assets
90,43,1976-1985,7.005,DYNASIM,Financial Assets
90,44,1976-1985,8.182,DYNASIM,Financial Assets
90,45,1976-1985,8.63,DYNASIM,Financial Assets
90,46,1976-1985,8.742,DYNASIM,Financial Assets
90,47,1976-1985,9.369,DYNASIM,Financial Assets
90,48,1976-1985,10.501,DYNASIM,Financial Assets
90,49,1976-1985,10.528,DYNASIM,Financial Assets
90,50,1976-1985,11.373,DYNASIM,Financial Assets
90,51,1976-1985,13.383,DYNASIM,Financial Assets
90,52,1976-1985,13.861,DYNASIM,Financial Assets
90,53,1976-1985,14.246,DYNASIM,Financial Assets
90,54,1976-1985,14.595,DYNASIM,Financial Assets
90,55,1976-1985,15.145,DYNASIM,Financial Assets
90,56,1976-1985,15.464,DYNASIM,Financial Assets
90,57,1976-1985,15.702,DYNASIM,Financial Assets
90,58,1976-1985,16.123,DYNASIM,Financial Assets
90,59,1976-1985,16.484,DYNASIM,Financial Assets
90,60,1976-1985,16.685,DYNASIM,Financial Assets
90,61,1976-1985,16.934,DYNASIM,Financial Assets
90,62,1976-1985,17.228,DYNASIM,Financial Assets
90,63,1976-1985,17.244,DYNASIM,Financial Assets
90,64,1976-1985,17.058,DYNASIM,Financial Assets
90,65,1976-1985,16.907,DYNASIM,Financial Assets
90,66,1976-1985,16.546,DYNASIM,Financial Assets
90,67,1976-1985,16.226,DYNASIM,Financial Assets
90,68,1976-1985,15.926,DYNASIM,Financial Assets
90,69,1976-1985,15.433,DYNASIM,Financial Assets
90,70,1976-1985,15.402,DYNASIM,Financial Assets
90,71,1976-1985,15.328,DYNASIM,Financial Assets
90,72,1976-1985,15.159,DYNASIM,Financial Assets
90,73,1976-1985,14.875,DYNASIM,Financial Assets
90,74,1976-1985,14.864,DYNASIM,Financial Assets
90,75,1976-1985,14.656,DYNASIM,Financial Assets
90,76,1976-1985,14.603,DYNASIM,Financial Assets
90,77,1976-1985,14.45,DYNASIM,Financial Assets
90,78,1976-1985,14.326,DYNASIM,Financial Assets
90,79,1976-1985,14.204,DYNASIM,Financial Assets
90,80,1976-1985,13.823,DYNASIM,Financial Assets
90,81,1976-1985,13.671,DYNASIM,Financial Assets
90,82,1976-1985,13.592,DYNASIM,Financial Assets
90,83,1976-1985,13.245,DYNASIM,Financial Assets
90,84,1976-1985,13.058,DYNASIM,Financial Assets
90,85,1976-1985,12.732,DYNASIM,Financial Assets
90,86,1976-1985,12.441,DYNASIM,Financial Assets
90,87,1976-1985,12.203,DYNASIM,Financial Assets
90,88,1976-1985,11.921,DYNASIM,Financial Assets
90,89,1976-1985,11.609,DYNASIM,Financial Assets
90,90,1976-1985,11.373,DYNASIM,Financial Assets
90,91,1976-1985,10.85,DYNASIM,Financial Assets
90,92,1976-1985,10.926,DYNASIM,Financial Assets
95,30,1976-1985,4.422,DYNASIM,Financial Assets
95,31,1976-1985,4.763,DYNASIM,Financial Assets
95,32,1976-1985,6.667,DYNASIM,Financial Assets
95,33,1976-1985,6.978,DYNASIM,Financial Assets
95,34,1976-1985,8.186,DYNASIM,Financial Assets
95,35,1976-1985,8.569,DYNASIM,Financial Assets
95,36,1976-1985,9.376,DYNASIM,Financial Assets
95,37,1976-1985,10.025,DYNASIM,Financial Assets
95,38,1976-1985,10.667,DYNASIM,Financial Assets
95,39,1976-1985,13.064,DYNASIM,Financial Assets
95,40,1976-1985,13.596,DYNASIM,Financial Assets
95,41,1976-1985,14.532,DYNASIM,Financial Assets
95,42,1976-1985,15.149,DYNASIM,Financial Assets
95,43,1976-1985,16.566,DYNASIM,Financial Assets
95,44,1976-1985,17.171,DYNASIM,Financial Assets
95,45,1976-1985,18.653,DYNASIM,Financial Assets
95,46,1976-1985,19.209,DYNASIM,Financial Assets
95,47,1976-1985,19.913,DYNASIM,Financial Assets
95,48,1976-1985,21.395,DYNASIM,Financial Assets
95,49,1976-1985,22.002,DYNASIM,Financial Assets
95,50,1976-1985,24.211,DYNASIM,Financial Assets
